Medicamento,Departamento,Mes,Ventas
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Caldas,Jun,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Caldas,Jul,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Caldas,Ago,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Caldas,Sep,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Caldas,Oct,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Caldas,Nov,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Caldas,Dic,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Caquetá,Ene,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Caquetá,Feb,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Caquetá,Mar,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Caquetá,Abr,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Caquetá,May,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Caquetá,Jun,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Caquetá,Jul,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Caquetá,Ago,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Caquetá,Sep,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Caquetá,Oct,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Caquetá,Nov,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Caquetá,Dic,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Casanare,Ene,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Casanare,Feb,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Casanare,Mar,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Casanare,Abr,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Casanare,May,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Casanare,Jun,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Casanare,Jul,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Casanare,Ago,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Casanare,Sep,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Casanare,Oct,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Casanare,Nov,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Casanare,Dic,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Cauca,Ene,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Cauca,Feb,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Cauca,Mar,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Cauca,Abr,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Cauca,May,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Cauca,Jun,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Cauca,Jul,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Cauca,Ago,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Cauca,Sep,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Cauca,Oct,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Cauca,Nov,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Cauca,Dic,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Cesar,Ene,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Cesar,Feb,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Cesar,Mar,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Cesar,Abr,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Cesar,May,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Cesar,Jun,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Cesar,Jul,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Cesar,Ago,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Cesar,Sep,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Cesar,Oct,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Cesar,Nov,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Cesar,Dic,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Chocó,Ene,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Chocó,Feb,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Chocó,Mar,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Chocó,Abr,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Chocó,May,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Chocó,Jun,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Chocó,Jul,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Chocó,Ago,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Chocó,Sep,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Chocó,Oct,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Chocó,Nov,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Chocó,Dic,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Córdoba,Ene,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Córdoba,Feb,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Córdoba,Mar,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Córdoba,Abr,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Córdoba,May,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Córdoba,Jun,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Córdoba,Jul,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Córdoba,Ago,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Córdoba,Sep,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Córdoba,Oct,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Córdoba,Nov,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Córdoba,Dic,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Cundinamarca,Ene,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Cundinamarca,Feb,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Cundinamarca,Mar,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Cundinamarca,Abr,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Cundinamarca,May,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Cundinamarca,Jun,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Cundinamarca,Jul,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Cundinamarca,Ago,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Cundinamarca,Sep,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Cundinamarca,Oct,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Cundinamarca,Nov,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Cundinamarca,Dic,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,La Guajira,Ene,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,La Guajira,Feb,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,La Guajira,Mar,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,La Guajira,Abr,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,La Guajira,May,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,La Guajira,Jun,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,La Guajira,Jul,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,La Guajira,Ago,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,La Guajira,Sep,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,La Guajira,Oct,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,La Guajira,Nov,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,La Guajira,Dic,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Guainía,Ene,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Guainía,Feb,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Guainía,Mar,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Guainía,Abr,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Guainía,May,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Guainía,Jun,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Guainía,Jul,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Guainía,Ago,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Guainía,Sep,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Guainía,Oct,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Guainía,Nov,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Guainía,Dic,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Guaviare,Ene,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Guaviare,Feb,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Guaviare,Mar,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Guaviare,Abr,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Guaviare,May,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Guaviare,Jun,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Guaviare,Jul,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Guaviare,Ago,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Guaviare,Sep,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Guaviare,Oct,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Guaviare,Nov,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Guaviare,Dic,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Huila,Ene,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Huila,Feb,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Huila,Mar,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Huila,Abr,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Huila,May,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Huila,Jun,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Huila,Jul,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Huila,Ago,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Huila,Sep,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Huila,Oct,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Huila,Nov,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Huila,Dic,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Magdalena,Ene,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Magdalena,Feb,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Magdalena,Mar,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Magdalena,Abr,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Magdalena,May,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Magdalena,Jun,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Magdalena,Jul,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Magdalena,Ago,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Magdalena,Sep,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Magdalena,Oct,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Magdalena,Nov,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Magdalena,Dic,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Meta,Ene,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Meta,Feb,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Meta,Mar,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Meta,Abr,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Meta,May,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Meta,Jun,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Meta,Jul,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Meta,Ago,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Meta,Sep,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Meta,Oct,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Meta,Nov,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Meta,Dic,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Nariño,Ene,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Nariño,Feb,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Nariño,Mar,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Nariño,Abr,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Nariño,May,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Nariño,Jun,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Nariño,Jul,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Nariño,Ago,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Nariño,Sep,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Nariño,Oct,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Nariño,Nov,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Nariño,Dic,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Norte de Santander,Ene,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Norte de Santander,Feb,1
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Norte de Santander,Mar,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Norte de Santander,Abr,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Norte de Santander,May,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Norte de Santander,Jun,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Norte de Santander,Jul,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Norte de Santander,Ago,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Norte de Santander,Sep,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Norte de Santander,Oct,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Norte de Santander,Nov,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Norte de Santander,Dic,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Putumayo,Ene,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Putumayo,Feb,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Putumayo,Mar,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Putumayo,Abr,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Putumayo,May,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Putumayo,Jun,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Putumayo,Jul,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Putumayo,Ago,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Putumayo,Sep,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Putumayo,Oct,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Putumayo,Nov,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Putumayo,Dic,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Quindío,Ene,0
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Quindío,Feb,0
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Quindío,Mar,0
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Quindío,Abr,0
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Quindío,May,0
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Quindío,Jun,0
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Quindío,Jul,0
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Quindío,Ago,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Quindío,Sep,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Quindío,Oct,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Quindío,Nov,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Quindío,Dic,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Risaralda,Ene,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Risaralda,Feb,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Risaralda,Mar,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Risaralda,Abr,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Risaralda,May,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Risaralda,Jun,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Risaralda,Jul,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Risaralda,Ago,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Risaralda,Sep,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Risaralda,Oct,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Risaralda,Nov,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Risaralda,Dic,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,San Andrés y Providencia,Ene,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,San Andrés y Providencia,Feb,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,San Andrés y Providencia,Mar,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,San Andrés y Providencia,Abr,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,San Andrés y Providencia,May,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,San Andrés y Providencia,Jun,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,San Andrés y Providencia,Jul,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,San Andrés y Providencia,Ago,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,San Andrés y Providencia,Sep,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,San Andrés y Providencia,Oct,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,San Andrés y Providencia,Nov,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,San Andrés y Providencia,Dic,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Santander,Ene,1
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Santander,Feb,2
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Santander,Mar,5
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Santander,Abr,7
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Santander,May,6
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Santander,Jun,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Santander,Jul,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Santander,Ago,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Santander,Sep,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Santander,Oct,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Santander,Nov,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Santander,Dic,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Sucre,Ene,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Sucre,Feb,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Sucre,Mar,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Sucre,Abr,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Sucre,May,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Sucre,Jun,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Sucre,Jul,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Sucre,Ago,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Sucre,Sep,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Sucre,Oct,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Sucre,Nov,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Sucre,Dic,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Tolima,Ene,0
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Tolima,Feb,0
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Tolima,Mar,0
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Tolima,Abr,0
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Tolima,May,0
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Tolima,Jun,0
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Tolima,Jul,0
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Tolima,Ago,0
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Tolima,Sep,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Tolima,Oct,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Tolima,Nov,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Tolima,Dic,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Valle del Cauca,Ene,0
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Valle del Cauca,Feb,0
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Valle del Cauca,Mar,0
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Valle del Cauca,Abr,0
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Valle del Cauca,May,0
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Valle del Cauca,Jun,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Valle del Cauca,Jul,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Valle del Cauca,Ago,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Valle del Cauca,Sep,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Valle del Cauca,Oct,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Valle del Cauca,Nov,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Valle del Cauca,Dic,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Vaupés,Ene,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Vaupés,Feb,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Vaupés,Mar,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Vaupés,Abr,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Vaupés,May,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Vaupés,Jun,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Vaupés,Jul,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Vaupés,Ago,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Vaupés,Sep,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Vaupés,Oct,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Vaupés,Nov,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Vaupés,Dic,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Vichada,Ene,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Vichada,Feb,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Vichada,Mar,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Vichada,Abr,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Vichada,May,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Vichada,Jun,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Vichada,Jul,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Vichada,Ago,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Vichada,Sep,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Vichada,Oct,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Vichada,Nov,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Vichada,Dic,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Santafé de Bogotá,Ene,10
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Santafé de Bogotá,Feb,0
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Santafé de Bogotá,Mar,1
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Santafé de Bogotá,Abr,0
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Santafé de Bogotá,May,1
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Santafé de Bogotá,Jun,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Santafé de Bogotá,Jul,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Santafé de Bogotá,Ago,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Santafé de Bogotá,Sep,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Santafé de Bogotá,Oct,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Santafé de Bogotá,Nov,NA
Metilfenidato hcl 30 mg cápsulas de liberación prolongada,Santafé de Bogotá,Dic,NA
Metilfenidato hcl 18 mg tabletas de liberación prolongada,Amazonas,Ene,NA
Metilfenidato hcl 18 mg tabletas de liberación prolongada,Amazonas,Feb,NA
Metilfenidato hcl 18 mg tabletas de liberación prolongada,Amazonas,Mar,NA
Metilfenidato hcl 18 mg tabletas de liberación prolongada,Amazonas,Abr,NA
Metilfenidato hcl 18 mg tabletas de liberación prolongada,Amazonas,May,NA
Metilfenidato hcl 18 mg tabletas de liberación prolongada,Amazonas,Jun,NA
Metilfenidato hcl 18 mg tabletas de liberación prolongada,Amazonas,Jul,NA
Metilfenidato hcl 18 mg tabletas de liberación prolongada,Amazonas,Ago,NA
Metilfenidato hcl 18 mg tabletas de liberación prolongada,Amazonas,Sep,NA
Metilfenidato hcl 18 mg tabletas de liberación prolongada,Amazonas,Oct,NA
Metilfenidato hcl 18 mg tabletas de liberación prolongada,Amazonas,Nov,NA
Metilfenidato hcl 18 mg tabletas de liberación prolongada,Amazonas,Dic,NA
Metilfenidato hcl 18 mg tabletas de liberación prolongada,Antioquia,Ene,567
Metilfenidato hcl 18 mg tabletas de liberación prolongada,Antioquia,Feb,283
Metilfenidato hcl 18 mg tabletas de liberación prolongada,Antioquia,Mar,344
Metilfenidato hcl 18 mg tabletas de liberación prolongada,Antioquia,Abr,117
